ProgramName|ageLimit|ProgramDescription|programCategory|timeStart|timeEnd|duration|Date
Okrasa łamie przepisy|0|W tym wydaniu Karol Okrasa rusza w plener nad Wisłę, by pokazać, jak można urozmaicić grillowe menu. Będzie danie dla wegetarian, coś dla amatorów ryb, a także wieprzowina w nowej odsłonie.|Magazyn kulinarny|17:50|18:25|23|2016-07-04
Wojciech Cejrowski - boso przez świat|0|Filmowa gawęda pełna dygresji i żartów, urozmaicona prezentacją kultury ludowej odwiedzanych regionów świata oraz rozmowami z miejscową ludnością.|Cykl reportaży|18:25|18:55|25|2016-07-04
Makłowicz w podróży|0|Robert Makłowicz przygotuje regionalne potrawy, a także zaprezentuje informacje na temat odwiedzanego regionu. Wiele z nich to ciekawostki, których próżno by szukać w przewodnikach turystycznych.|Magazyn kulinarny|18:55|19:35|0|2016-07-04
Tygodnik Moralnego Niepokoju|12|W programie znajdą się nowe i stare skecze oraz piosenki kabaretu. Gwidon i Romek wędrują po Warszawie, sprawdzając, czy stolica jest przygotowana na przyjście Nowego Roku.|Kabaret i satyra|19:35|20:10|24|2016-07-04
Śpiewające fortepiany|0|Naprzeciwko siebie przy białym i czarnym fortepianie, obok Czesława Majewskiego i Janusza Tylmana, zasiadają: Iza Zając i Wojciech Karolak oraz Dorota Miśkiewicz i Andrzej Dąbrowski.|Teleturniej|20:10|21:15|50|2016-07-04
Kabaretowy Klub Kanapowy|12|Program wypełnią premierowe występy przygotowane przez najpopularniejsze polskie formacje kabaretowe. Elementem wspólnym występów będą komentarze gospodarzy i zaproszonych gwiazd.|Kabaret i satyra|21:15|22:10|49|2016-07-04
Piosenki z Komediowej Sceny Dwójki|12||0|22:10|22:20|0|2016-07-04
Kryptonim Szef|12|Bohaterem odcinka jest prezes zarządu spółki mającej hotele przy lotniskach. Pracownicy przyuczający go do zawodu na stanowisku recepcjonisty i pokojowego nie zostawiają na nim suchej nitki.|Reality show|22:20|23:15|45|2016-07-04
À la show|0|Alicja Resich-Modlińska gości postacie ze świata rozrywki, sztuki i show-biznesu. Program ukazuje nieznane oblicze bohaterów - ich marzenia, pasje, dokonania oraz zabawne doświadczenia.|Rozrywka|23:15|23:50|26|2016-07-04
"1, 2, 3... 25" - jubileuszowy koncert zespołu Raz Dwa Trzy|12|Podczas jubileuszowego koncertu grupa Raz Dwa Trzy wykonała najpopularniejsze utwory oraz piosenki premierowe. Zaproszeni artyści wraz z Adamem Nowakiem zaśpiewali wybrane kompozycje zespołu.|Koncert|23:50|0:50|62|2016-07-04
"1, 2, 3... 25" - jubileuszowy koncert zespołu Raz Dwa Trzy|12|Podczas jubileuszowego koncertu grupa Raz Dwa Trzy wykonała najpopularniejsze utwory oraz piosenki premierowe. Zaproszeni artyści wraz z Adamem Nowakiem zaśpiewali wybrane kompozycje zespołu.|Koncert|0:50|2:05|50|2016-07-04
Gwiazdozbiór TVP Rozrywka|0||0|2:05|2:30|0|2016-07-04
Kabaretowa scena Dwójki|12|Na kabaretowej scenie Dwójki swoje najlepsze skecze i piosenki zaprezentuje cieszyńska grupa Łowcy. B. W ich koncercie wezmą udział zaproszeni goście, m.in. kabaret Ani Mru Mru.|Kabaret i satyra|2:30|3:30|44|2016-07-04
Studio Gama - Łazuka i co...?|12||0|3:30|5:50|0|2016-07-04
Święta wojna|12|Zbyszek przyjeżdża do Katowic z 14-letnim kuzynem Pietuchem. Okazuje się, że chłopak ma talent do gry w piłkę. Bercik postanawia sprzedać młodzieńca do Realu Madryt.|Serial komediowy|5:50|0|0|2016-07-04
Święta wojna|12|Gerard po biesiadzie z młodym ekologiem zarzuca Bercika ekologicznymi hasłami. Pod ich wpływem Bercik postanawia ratować Ziemię. Zaczyna od segregacji śmieci.|Serial komediowy|5:55|6:35|0|2016-07-01
Makłowicz w podróży|0|Robert Makłowicz odwiedza m.in. zatokę Kalami. Specjalnością regionu jest mięsne sofrito z czosnkiem. Później odwiedza browar w Arillas, w którym stosuje się naturalne metody produkcji.|Magazyn kulinarny|6:35|7:05|0|2016-07-01
Wojciech Cejrowski - boso przez świat|0|Filmowa gawęda pełna dygresji i żartów, urozmaicona prezentacją kultury ludowej odwiedzanych regionów świata oraz rozmowami z miejscową ludnością.|Cykl reportaży|7:05|0|25|2016-07-01
Okrasa łamie przepisy|0|Karol Okrasa zaprasza widzów nad Jeziorak - najdłuższe jezioro w Polsce. Głównym składnikiem potraw będzie wędzony węgorz. To nie tylko wspaniała zakąska, ale też doskonały składnik dań.|Magazyn kulinarny|7:40|8:10|0|2016-07-01
KabareTOP - czyli Kabaretowa Lista Przebojów|12|Cykliczny program mający na celu przypomnienie hitów kabaretowych. Charakter listy przebojów pozwala na udział widzów w kształtowaniu programu.|Kabaret i satyra|8:10|8:45|25|2016-07-01
Kabaretowy Klub Kanapowy|12|Program wypełnią premierowe występy przygotowane przez najpopularniejsze polskie formacje kabaretowe. Elementem wspólnym występów będą komentarze gospodarzy i zaproszonych gwiazd.|Kabaret i satyra|8:45|9:45|43|2016-07-01
Śpiewające fortepiany|0|Naprzeciwko siebie przy białym i czarnym fortepianie, obok Czesława Majewskiego i Janusza Tylmana, zasiadają: Iza Zając i Wojciech Karolak oraz Dorota Miśkiewicz i Andrzej Dąbrowski.|Teleturniej|9:45|10:50|50|2016-07-01
Muzeum polskiej piosenki|0|Program stworzony we współpracy z Muzeum Polskiej Piosenki w Opolu. W każdym odcinku zostanie przedstawiona historia związana z powstaniem jednego polskiego przeboju.|Rozrywka|10:50|11:10|8|2016-07-01
Kabaretowy Klub Dwójki|12|Program łączący kabaret z innymi formami rozrywkowymi. W każdym odcinku zaprezentują się gwiazdy - wyselekcjonowana czołówka polskiego kabaretu.|Kabaret i satyra|11:10|12:10|48|2016-07-01
Kabaret Hrabi - Savoir-vivre. Bon ton|12|Autorski program jednego z najlepszych zespołów kabaretowych. Tym razem artyści przedstawiają skecze związane z zasadami właściwego zachowania się w towarzystwie.|Kabaret i satyra|12:10|13:10|50|2016-07-01
Kabaret Hrabi - Savoir-vivre. Bon ton|12|Autorski program jednego z najlepszych zespołów kabaretowych. Tym razem artyści przedstawiają skecze związane z zasadami właściwego zachowania się w towarzystwie.|Kabaret i satyra|13:10|14:10|50|2016-07-01
Tygodnik Moralnego Niepokoju|12|W programie znajdą się nowe i stare skecze oraz piosenki kabaretu. Gwidon i Romek wędrują po Warszawie, sprawdzając, czy stolica jest przygotowana na przyjście Nowego Roku.|Kabaret i satyra|14:10|14:40|24|2016-07-01
V Mazurska Olimpiada Kabaretowa|12|V Mazurska Noc Kabaretowa w Mrągowie poświęcona tematyce sportowej. Wystąpią m.in.: Jerzy Kryszak, Andrzej Grabowski, Grzegorz Halama oraz kabarety: Elita, Afera i Ani Mru Mru.|Program estradowy|14:40|15:45|35|2016-07-01
V Mazurska Olimpiada Kabaretowa|12|V Mazurska Noc Kabaretowa w Mrągowie poświęcona tematyce sportowej. Wystąpią m.in.: Jerzy Kryszak, Andrzej Grabowski, Grzegorz Halama oraz kabarety: Elita, Afera i Ani Mru Mru.|Program estradowy|15:45|16:50|35|2016-07-01
V Mazurska Olimpiada Kabaretowa|12|V Mazurska Noc Kabaretowa w Mrągowie poświęcona tematyce sportowej. Wystąpią m.in.: Jerzy Kryszak, Andrzej Grabowski, Grzegorz Halama oraz kabarety: Elita, Afera i Ani Mru Mru.|Program estradowy|16:50|17:50|35|2016-07-01
Okrasa łamie przepisy|0|Jednym z wyznaczników dawnej kuchni polskiej była wielka ilość przypraw i korzeni, w jakich lubowali się przodkowie. Karol przygotuje dwie smakowite potrawy z dużą ilością przypraw.|Magazyn kulinarny|17:50|18:25|0|2016-07-01
Wojciech Cejrowski - boso przez świat|0|Filmowa gawęda pełna dygresji i żartów, urozmaicona prezentacją kultury ludowej odwiedzanych regionów świata oraz rozmowami z miejscową ludnością.|Cykl reportaży|18:25|18:55|25|2016-07-01
Makłowicz w podróży|0|Na wyspie Korfu, w stolicy Robert Makłowicz opowiada, jak powstała grecka retsina. Na tarasie kawiarni na półwyspie Canoni dziennikarz przygotowuje bourdetto.|Magazyn kulinarny|18:55|19:35|0|2016-07-01
KabareTOP - czyli Kabaretowa Lista Przebojów|12|Cykliczny program mający na celu przypomnienie hitów kabaretowych. Charakter listy przebojów pozwala na udział widzów w kształtowaniu programu.|Kabaret i satyra|19:35|20:15|25|2016-07-01
Śpiewające fortepiany|0|Naprzeciwko siebie przy białym i czarnym fortepianie, obok Czesława Majewskiego i Janusza Tylmana, zasiadają: Iza Zając i Wojciech Karolak oraz Dorota Miśkiewicz i Andrzej Dąbrowski.|Teleturniej|20:15|21:20|50|2016-07-01
Laskowik & Malicki - Niedziela wieczór|12|Program mający formę kabaretu literacko-muzycznego. Jako goście specjalni wystąpią wybitni polscy artyści kabaretowi oraz aktorzy. Show będzie rejestrowane we wnętrzach teatralnych.|Rozrywka|21:20|22:05|50|2016-07-01
Piosenki Komediowej Sceny Dwójki|0||0|22:05|22:15|0|2016-07-01
Postaw na milion|0|Gra, w której zawodnicy otrzymują pieniądze na początku rozgrywki. By wyjść ze studia z nagrodą - milionem złotych, muszą poprawnie odpowiedzieć na 8 pytań z jednej z dwóch wybranych kategorii.|Teleturniej|22:15|23:10|45|2016-07-01
I kto to mówi?|12|Show, w którym komicy odgrywają improwizowane scenki, wcielając się w różne role. Program poprowadzi Piotr Bałtroczyk.|Rozrywka|23:10|23:45|25|2016-07-01
Sonda II|0|W programie będzie mowa o tym, gdzie leży granica ludzkich osiągnięć i w jaki sposób obecnie się do niej dochodzi.|Program popularnonaukowy|23:45|0:25|22|2016-07-01
XVII Festiwal Kabaretu Koszalin 2011|12|30 lipca 2011 r. w koszalińskim amfiteatrze odbyło się spotkanie kabaretów, które tym razem zagłębiły się w świat magii i zjawisk paranormalnych.|Kabaret i satyra|0:25|1:25|60|2016-07-01
XVII Festiwal Kabaretu Koszalin 2011|12|30 lipca 2011 r. w koszalińskim amfiteatrze odbyło się spotkanie kabaretów, które tym razem zagłębiły się w świat magii i zjawisk paranormalnych.|Kabaret i satyra|1:25|2:25|60|2016-07-01
Opole 2000 na bis|12||0|2:25|3:30|0|2016-07-01
Z archiwum kabaretu Tey, czyli RetroTEYada|12|W programie prezentowane są i komentowane materiały archiwalne.|Rozrywka|3:30|0|33|2016-07-01
Do zobaczenia w Krakowie|7|Cykl reportaży informujący o kolejnych etapach przygotowań do Światowych Dni Młodzieży w Krakowie w 2016 r.|Reportaż|5:40|6:05|16|2016-07-06
Ojciec Mateusz|12|W Sandomierzu wybucha epidemia ciężkich zatruć pokarmowych. Okazuje się, że wszyscy chorzy jedli jabłka z ekologicznej farmy przybysza z Warszawy, niejakiego Jeżewskiego.|Serial kryminalny|6:05|6:55|0|2016-07-06
Błękitne wakacje|0||0|6:55|0|0|2016-07-06
Banda Rudego Pająka|7|Brygidka znajduje w drzwiach swego mieszkania urzędowe pismo o eksmisji i konieczności przeniesienia się do domu dziecka. Banda Rudego Pająka postanawia do tego nie dopuścić.|Serial młodzieżowy|7:25|8:00|30|2016-07-06
Pytanie na śniadanie - wakacyjnie|12||0|8:00|10:55|0|2016-07-06
Krótka historia|0||0|10:55|11:05|0|2016-07-06
Polonia 24|12||0|11:05|11:35|0|2016-07-06
Halo Polonia|12||0|11:35|12:35|0|2016-07-06
Wiadomości|0|Serwis prezentuje najważniejsze informacje z kraju i ze świata.|Wiadomości|12:35|12:50|30|2016-07-06
Barwy szczęścia|12|Sandra zagląda do salonu Sabiny. Zachwyca się Mają, spontanicznie bierze dziewczynkę na ręce. Na widok córki w objęciach biologicznej matki Tomalowa reaguje nerwowo.|Serial obyczajowy|12:50|13:25|25|2016-07-06
O mnie się nie martw|12|Sytuacja mieszkańców kamienicy przy Żelaznej staje się dramatyczna. Iga mobilizuje sąsiadów, szuka pomocy u Marcina. On odsyła ją do Laury Curyło. Krzysiek postanawia zająć się sprawą kamienicy.|Serial komediowy|13:25|14:25|45|2016-07-06
Prawdziwy koniec zimnej wojny|7|Dokument o kulisach wstąpienia Polski do NATO. Film pokazuje, jaką faktycznie rolę odegrała w nim Polska. Rozmówcy wtajemniczają widza w opowieść o polityce, dyplomacji i jej anonimowych bohaterach.|Film dokumentalny|14:25|15:30|54|2016-07-06
Festiwal Zaczarowanej Piosenki - koncert finałowy|0|Finałowy koncert ogólnopolskiego festiwalu dla utalentowanych wokalnie osób niepełnosprawnych. W drugiej części koncertu weźmie udział 6 finalistów w kategorii dorosłych.|Koncert|15:30|16:30|65|2016-07-06
Do zobaczenia w Krakowie|7|Cykl reportaży informujący o kolejnych etapach przygotowań do Światowych Dni Młodzieży w Krakowie w 2016 r.|Reportaż|16:30|16:55|16|2016-07-06
Galeria|12|Jerzy chce zwolnić Pawła, ale Anita staje w obronie Dworzaka. Adam i Kacper zastanawiają się nad strategią poszukiwania testamentu. Obawiają się, że Wysocki musi zacząć poszukiwania od domu Woydatta.|Serial obyczajowy|16:55|17:20|23|2016-07-06
Krótka historia|0||0|17:20|17:30|0|2016-07-06
Teleexpress|0|Serwis informacyjny prezentujący aktualne wydarzenia, wiadomości kulturalne oraz ciekawostki z kraju i ze świata.|Wiadomości|17:30|17:55|15|2016-07-06
Błękitne wakacje|0||0|17:55|18:15|0|2016-07-06
Polska z Miodkiem|0|Gawędy profesora Jana Miodka dotyczące etymologii nazw najważniejszych polskich rzek, miast i krain geograficznych.|Program edukacyjny|18:15|18:25|2|2016-07-06
Jak to działa?|0|Radosław Brzózka opowie o zwierzętach pracujących, m.in. o koniach kaskaderskich, sowie aktorce, pożytecznych owadach i kocich terapeutach. W odcinku pojawi się bohater serialu "Komisarz Alex".|Program popularnonaukowy|18:25|18:55|22|2016-07-06
Barwy szczęścia|12|Sandra zagląda do salonu Sabiny. Zachwyca się Mają, spontanicznie bierze dziewczynkę na ręce. Na widok córki w objęciach biologicznej matki Tomalowa reaguje nerwowo.|Serial obyczajowy|18:55|19:25|25|2016-07-06
Wilnoteka|0|Magazyn informacyjno-publicystyczny składający się z reportażu oraz kilku felietonów. Autorzy będą towarzyszyli aktualnym wydarzeniom, ukazując na bieżąco życie Polaków na Litwie.|Felieton|19:25|19:45|15|2016-07-06
Wyprawa profesora Gąbki|0|Grupa podróżników: profesor Gąbka, Smok Wawelski, Bartłomiej Bartolini i kot, dojeżdżają do krainy o nazwie Nasturcja. Profesor odnajduje tu interesującą księgę o mypingach.|Serial animowany|19:45|20:00|10|2016-07-06
Wiadomości|0|Serwis prezentuje najważniejsze informacje z kraju i ze świata.|Wiadomości|20:00|20:30|30|2016-07-06
Sport|7|Informacje o najważniejszych wydarzeniach sportowych.|Wiadomości sportowe|20:30|20:35|3|2016-07-06
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|20:35|20:50|2|2016-07-06
Egzamin z życia|12|Psychoterapeutka uważa, że Michałowi są potrzebne poczucie bezpieczeństwa i bliskość rodziny. Maria błaga Tatianę, by wróciła z synkiem do domu i udawała, że wciąż jest narzeczoną Michała.|Serial obyczajowy|20:50|21:50|0|2016-07-06
Polonia 24|12||0|21:50|22:20|0|2016-07-06
Halo Polonia|12||0|22:20|23:25|0|2016-07-06
Gry wojenne|12||0|23:25|0:20|0|2016-07-06
Sierocki na lato|0|W wakacyjnym programie Marka Sierockiego utwory, które przeniosą widzów w różne zakątki świata. Autorska lista przebojów dziennikarza opatrzona jest jego komentarzami i anegdotami.|Program muzyczny|0:20|0:45|22|2016-07-06
Galeria|12|Jerzy chce zwolnić Pawła, ale Anita staje w obronie Dworzaka. Adam i Kacper zastanawiają się nad strategią poszukiwania testamentu. Obawiają się, że Wysocki musi zacząć poszukiwania od domu Woydatta.|Serial obyczajowy|0:45|1:15|23|2016-07-06
Banda Rudego Pająka|7|Brygidka znajduje w drzwiach swego mieszkania urzędowe pismo o eksmisji i konieczności przeniesienia się do domu dziecka. Banda Rudego Pająka postanawia do tego nie dopuścić.|Serial młodzieżowy|1:15|1:45|30|2016-07-06
Wyprawa profesora Gąbki|0|Grupa podróżników: profesor Gąbka, Smok Wawelski, Bartłomiej Bartolini i kot, dojeżdżają do krainy o nazwie Nasturcja. Profesor odnajduje tu interesującą księgę o mypingach.|Serial animowany|1:45|2:00|10|2016-07-06
Wiadomości|0|Serwis prezentuje najważniejsze informacje z kraju i ze świata.|Wiadomości|2:00|2:25|30|2016-07-06
Sport|7|Informacje o najważniejszych wydarzeniach sportowych.|Wiadomości sportowe|2:25|2:30|3|2016-07-06
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|2:30|2:45|2|2016-07-06
Egzamin z życia|12|Psychoterapeutka uważa, że Michałowi są potrzebne poczucie bezpieczeństwa i bliskość rodziny. Maria błaga Tatianę, by wróciła z synkiem do domu i udawała, że wciąż jest narzeczoną Michała.|Serial obyczajowy|2:45|3:35|0|2016-07-06
Krótka historia|0||0|3:35|3:45|0|2016-07-06
Barwy szczęścia|12|Sandra zagląda do salonu Sabiny. Zachwyca się Mają, spontanicznie bierze dziewczynkę na ręce. Na widok córki w objęciach biologicznej matki Tomalowa reaguje nerwowo.|Serial obyczajowy|3:45|4:20|25|2016-07-06
Polonia 24|12||0|4:20|4:50|0|2016-07-06
Halo Polonia|12||0|4:50|5:40|0|2016-07-06
Wilnoteka|0|Magazyn informacyjno-publicystyczny składający się z reportażu oraz kilku felietonów. Autorzy będą towarzyszyli aktualnym wydarzeniom, ukazując na bieżąco życie Polaków na Litwie.|Felieton|5:40|0|15|2016-07-06
Wilnoteka|0|Magazyn informacyjno-publicystyczny składający się z reportażu oraz kilku felietonów. Autorzy będą towarzyszyli aktualnym wydarzeniom, ukazując na bieżąco życie Polaków na Litwie.|Felieton|5:40|6:05|15|2016-07-07
Ojciec Mateusz|12|Aspirant Nocul ma kłopoty. Dziewczyna, której policjant pomógł, gdy rozpaczała, twierdząc, że została napadnięta i okradziona, teraz oskarża Nocula o to, że jest dilerem narkotyków.|Serial kryminalny|6:05|7:05|45|2016-07-07
Flesz historii|7|Program prezentuje informacje na temat imprez historycznych, seansów filmowych, wystaw, konferencji naukowych i innych wydarzeń kulturalnych związanych z propagowaniem wiedzy historycznej.|Magazyn|7:05|0|15|2016-07-07
Klasa na obcasach|12|Koleżanki odwiedzają Agę w szpitalu. Podejrzewają, że to Kobra dał jej narkotyki. Tymczasem matka rzekomego winowajcy nie dotrzymuje terminu oddania artykułu.|Serial młodzieżowy|7:25|8:00|29|2016-07-07
Pytanie na śniadanie - wakacyjnie|12||0|8:00|10:55|0|2016-07-07
Krótka historia|0||0|10:55|11:05|0|2016-07-07
Polonia 24|12||0|11:05|11:35|0|2016-07-07
Halo Polonia|12||0|11:35|12:35|0|2016-07-07
Wiadomości|0|Serwis prezentuje najważniejsze informacje z kraju i ze świata.|Wiadomości|12:35|12:50|30|2016-07-07
Barwy szczęścia|12|Natalia spotyka się z Oliwierem, kontynuuje pracę przy sprawie Marczaka. Sandra mówi Żanecie, że straciła córkę. Pracownica Sabiny zdradza, że Maja została znaleziona na śmietniku.|Serial obyczajowy|12:50|13:25|25|2016-07-07
M jak miłość|12|Darek przyjeżdża z matką do Mostowiaków, by odwiedzić Hanię. Wizyta ma nieprzyjemne zakończenie. Franek śledzi kłusownika. Kisielowa ostrzega Natalkę, że leśnik ma niebezpiecznych wrogów.|Serial obyczajowy|13:25|14:20|46|2016-07-07
Egzamin z życia|12|Psychoterapeutka uważa, że Michałowi są potrzebne poczucie bezpieczeństwa i bliskość rodziny. Maria błaga Tatianę, by wróciła z synkiem do domu i udawała, że wciąż jest narzeczoną Michała.|Serial obyczajowy|14:20|15:15|0|2016-07-07
Wilnoteka|0|Magazyn informacyjno-publicystyczny składający się z reportażu oraz kilku felietonów. Autorzy będą towarzyszyli aktualnym wydarzeniom, ukazując na bieżąco życie Polaków na Litwie.|Felieton|15:15|15:40|15|2016-07-07
Gry wojenne|12||0|15:40|16:35|0|2016-07-07
Muzeum polskiej piosenki|0|Program stworzony we współpracy z Muzeum Polskiej Piosenki w Opolu. W każdym odcinku zostanie przedstawiona historia związana z powstaniem jednego polskiego przeboju.|Rozrywka|16:35|16:55|8|2016-07-07
Galeria|12|Adam szuka testamentu w rzeczach pozostawionych przez matkę. W końcu udaje mu się otworzyć sejf. Testament znajduje się wśród schowanych listów. Woydatt nadal zabiega o względy Karoliny.|Serial obyczajowy|16:55|17:20|23|2016-07-07
Krótka historia|0||0|17:20|17:30|0|2016-07-07
Teleexpress|0|Serwis informacyjny prezentujący aktualne wydarzenia, wiadomości kulturalne oraz ciekawostki z kraju i ze świata.|Wiadomości|17:30|17:50|15|2016-07-07
Polska z Miodkiem|0|Gawędy profesora Jana Miodka dotyczące etymologii nazw najważniejszych polskich rzek, miast i krain geograficznych.|Program edukacyjny|17:50|17:55|2|2016-07-07
Saga rodów|7|Program ukazuje Warszawę i Mazowsze przez pryzmat losów rodziny. Autorzy prezentują znane rody, które czasem burzliwie wpisały się w dzieje miasta.|Magazyn|17:55|18:25|18|2016-07-07
Sonda II|0|Program podejmuje próbę odpowiedzi na pytania, ile dziś informacja potrzebuje czasu, by obiec świat, jak działają telefony satelitarne i system komórkowy, jaka będzie przyszłość telefonów i Internetu.|Program popularnonaukowy|18:25|18:55|22|2016-07-07
Barwy szczęścia|12|Natalia spotyka się z Oliwierem, kontynuuje pracę przy sprawie Marczaka. Sandra mówi Żanecie, że straciła córkę. Pracownica Sabiny zdradza, że Maja została znaleziona na śmietniku.|Serial obyczajowy|18:55|19:25|25|2016-07-07
Informacje kulturalne ekstra|12||0|19:25|19:45|0|2016-07-07
Pies, kot i...|0|Serial opowiada, jak żyje pies z kotem, a także z całą kompanią niesfornych zwierząt domowych, czyli nieustanne utarczki, pogonie, kłótnie, zasadzki i pojednania.|Serial animowany|19:45|20:00|10|2016-07-07
Wiadomości|0|Serwis prezentuje najważniejsze informacje z kraju i ze świata.|Wiadomości|20:00|20:25|30|2016-07-07
Sport|7|Informacje o najważniejszych wydarzeniach sportowych.|Wiadomości sportowe|20:25|20:35|3|2016-07-07
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|20:35|20:50|2|2016-07-07
Paradoks|12|Na oddziale dla szczególnie niebezpiecznych pacjentów szpitala psychiatrycznego dochodzi morderstwa. Okoliczności wskazują, że sprawcą jest mężczyzna, który wcześniej zabił żonę i syna.|Serial kryminalny|20:50|21:50|46|2016-07-07
Polonia 24|12||0|21:50|22:20|0|2016-07-07
Halo Polonia|12||0|22:20|23:25|0|2016-07-07
Program rozrywkowy|0||0|23:25|0:20|0|2016-07-07
Polska z Miodkiem|0|Gawędy profesora Jana Miodka dotyczące etymologii nazw najważniejszych polskich rzek, miast i krain geograficznych.|Program edukacyjny|0:20|0:25|2|2016-07-07
Muzeum polskiej piosenki|0|Program stworzony we współpracy z Muzeum Polskiej Piosenki w Opolu. W każdym odcinku zostanie przedstawiona historia związana z powstaniem jednego polskiego przeboju.|Rozrywka|0:25|0:45|8|2016-07-07
Galeria|12|Adam szuka testamentu w rzeczach pozostawionych przez matkę. W końcu udaje mu się otworzyć sejf. Testament znajduje się wśród schowanych listów. Woydatt nadal zabiega o względy Karoliny.|Serial obyczajowy|0:45|1:15|23|2016-07-07
Klasa na obcasach|12|Koleżanki odwiedzają Agę w szpitalu. Podejrzewają, że to Kobra dał jej narkotyki. Tymczasem matka rzekomego winowajcy nie dotrzymuje terminu oddania artykułu.|Serial młodzieżowy|1:15|1:45|29|2016-07-07
Pies, kot i...|0|Serial opowiada, jak żyje pies z kotem, a także z całą kompanią niesfornych zwierząt domowych, czyli nieustanne utarczki, pogonie, kłótnie, zasadzki i pojednania.|Serial animowany|1:45|2:00|10|2016-07-07
Wiadomości|0|Serwis prezentuje najważniejsze informacje z kraju i ze świata.|Wiadomości|2:00|2:25|30|2016-07-07
Sport|7|Informacje o najważniejszych wydarzeniach sportowych.|Wiadomości sportowe|2:25|2:30|3|2016-07-07
Pogoda|0|Codzienny serwis informacyjny z prognozą pogody.|Pogoda|2:30|2:45|2|2016-07-07
Paradoks|12|Na oddziale dla szczególnie niebezpiecznych pacjentów szpitala psychiatrycznego dochodzi morderstwa. Okoliczności wskazują, że sprawcą jest mężczyzna, który wcześniej zabił żonę i syna.|Serial kryminalny|2:45|3:35|46|2016-07-07
Krótka historia|0||0|3:35|3:45|0|2016-07-07
Barwy szczęścia|12|Natalia spotyka się z Oliwierem, kontynuuje pracę przy sprawie Marczaka. Sandra mówi Żanecie, że straciła córkę. Pracownica Sabiny zdradza, że Maja została znaleziona na śmietniku.|Serial obyczajowy|3:45|4:20|25|2016-07-07
Polonia 24|12||0|4:20|4:50|0|2016-07-07
Halo Polonia|12||0|4:50|5:40|0|2016-07-07
Saga rodów|7|Program ukazuje Warszawę i Mazowsze przez pryzmat losów rodziny. Autorzy prezentują znane rody, które czasem burzliwie wpisały się w dzieje miasta.|Magazyn|5:40|0|18|2016-07-07
250 lat Teatru publicznego w Polsce|12|Serial prezentujący wybrane wydarzenia i zjawiska z przeszłości polskiego teatru publicznego od jego inauguracji w roku 1765 po zmianę pokoleniową pod koniec lat 90. XX wieku.|Serial dokumentalny|5:45|6:05|15|2016-07-05
Ojciec Mateusz|12|Początek wakacji przynosi dwa ważne wydarzenia w życiu Michała: chłopiec rozpoczyna pracę u pewnego biznesmena oraz trafia na archeologiczny rarytas - ślady celtyckiego pochówku.|Serial kryminalny|6:05|7:00|0|2016-07-05
Cafe Historia|0|Gwiazdy kina, estrady i sportu spotykają się w studiu z historykami, socjologami, antropologami i kulturoznawcami. Goście rozmawiają o historycznym tle bieżących wydarzeń, które emocjonują Polaków.|Program publicystyczny|7:00|0|16|2016-07-05
Janka|7|"Orły" i "Wilki" omawiają warunki wyścigu. Walek i Pyskacz postanawiają pomóc swojemu przywódcy, wykradając siodło Janki. Dziadek zamierza kupić wnuczce Alaskę, ale chciwy kupiec żąda zbyt wiele.|Serial przygodowy|7:25|8:00|29|2016-07-05
Pytanie na śniadanie - wakacyjnie|12||0|8:00|10:55|0|2016-07-05
Krótka historia|0||0|10:55|11:05|0|2016-07-05
Polonia 24|12||0|11:05|11:35|0|2016-07-05
Halo Polonia|12||0|11:35|12:35|0|2016-07-05
Wiadomości|0|Serwis prezentuje najważniejsze informacje z kraju i ze świata.|Wiadomości|12:35|12:50|30|2016-07-05
Barwy szczęścia|12|Darek ratuje Władka z opresji. Przed przyjazdem karetki profesjonalnie zajmuje się nieprzytomnym Tomalą. Po wyjściu z aresztu Marczak chce się zobaczyć z Januszem i z Radosławem.|Serial obyczajowy|12:50|13:25|25|2016-07-05
Ja wam pokażę!|12|Tosia za wszelką cenę chce, żeby rodzice się zeszli. Szuka ratunku u dziadka. Prosi, żeby przekonał mamę, że nie powinna wyjeżdżać na święta do Adama.|Serial obyczajowy|13:25|14:20|0|2016-07-05
Maria|0|Portret polskiej noblistki Marii Skłodowskiej-Curie. O uczonej mówią znakomite postaci francuskiej i polskiej nauki, a także wnuczka, Helene Langevin-Joliot.|Dokument fabularyzowany|14:20|15:25|57|2016-07-05
Monika Kuszyńska - Varius Manx Krotoszyn 2002|0||0|15:25|16:15|0|2016-07-05
Janka. Morska księżniczka|12||0|16:15|16:55|0|2016-07-05
Galeria|12|Zobaczywszy Różę w towarzystwie Pawła, Jerzy jest zazdrosny o żonę. Zleca kradzież motocykla Dworzaka. Z tego powodu Paweł notuje kolejne spóźnienie w pracy, a Kossowski ma powód, aby go zwolnić.|Serial obyczajowy|16:55|17:20|23|2016-07-05
Krótka historia|0||0|17:20|17:30|0|2016-07-05
Teleexpress|0|Serwis informacyjny prezentujący aktualne wydarzenia, wiadomości kulturalne oraz ciekawostki z kraju i ze świata.|Wiadomości|17:30|17:45|15|2016-07-05
